_id,nombre,frec,edad_media
4554,ANTONIO ESTEBAN,5,45.6
4555,ANTONIO GABRIEL,5,36.4
4556,ANTONIO IGNACIO,5,46
4557,ANTONIO MIGUEL,5,39.4
4558,ANTONIO RAMON,5,42.2
4559,ANTONIO RUBEN,5,39
4560,APOLINARIO,5,48
4561,APULEYO,5,39
4562,ARCANGEL,5,44.4
4563,ARCELIO,5,44.4
4564,ARIEL DE JESUS,5,45.8
4565,ARMANDO ALEJANDRO,5,32.2
4566,ARMANDO FRANCISCO,5,48.2
4567,ARMANDO MARCELINO,5,50.8
4568,ARTURO DAVID,5,34.8
4569,ARTURO EMMANUEL,5,25
4570,ARTURO LUIS,5,48.6
4571,ARTURO ROBERTO,5,43.2
4572,ASTOLFO,5,45.2
4573,ATAULFO,5,48
4574,AVERTANO,5,47.2
4575,AZAREL,5,35.57
4576,AZIEL,5,30
4577,BALAM,5,29.4
4578,BAUTISTA,5,50
4579,BEATRIZ,5,41.88
4580,BENICIO,5,51.8
4581,BENITO ALBERTO,5,41
4582,BENITO ROBERTO,5,45
4583,CARLOMAGNO,5,33.6
4584,CARLOS ARNULFO,5,44.2
4585,CARLOS ISAIAS,5,31.8
4586,CARLOS ISIDRO,5,33.4
4587,CARLOS JORGE,5,43
4588,CARLOS OSCAR,5,42.6
4589,CARLOS OSWALDO,5,34.6
4590,CARLOS PAUL,5,33.4
4591,CARLOS ROLANDO,5,44.4
4592,CARLOS ROMEO,5,41.8
4593,CARLOS TRINIDAD,5,41.8
4594,CARLOS VALENTIN,5,38.33
4595,CELINO,5,42.8
4596,CESAR ANGEL,5,39.4
4597,CESAR ARIEL,5,45.2
4598,CESAR EDGAR,5,37.4
4599,CESAR EMILIO,5,40
4600,CESAR GERONIMO,5,36.4
4601,CESAR JAIME,5,46.2
4602,CESAR LEONARDO,5,38
4603,CESAR NOE,5,27.4
4604,CESAR NOEL,5,36.8
4605,CESAR OSVALDO,5,37.6
4606,CESAR SAUL,5,35
4607,CESAR VALENTIN,5,32
4608,CESILIO,5,49.8
4609,CHRISTIAN ANTONIO,5,29.2
4610,CHRISTIAN DANIEL,5,30.8
4611,CHRISTIAN FERNANDO,5,30.6
4612,CHRISTIAN JOEL,5,30.4
4613,CRISTIAN JESUS,5,31.2
4614,CRISTO,5,32.8
4615,CRISTOBAL DE JESUS,5,34.6
4616,CRUZ FERNANDO,5,38
4617,CRUZ FRANCISCO,5,44.6
4618,CRUZ MARIO,5,34
4619,CUDBERTO,5,53.4
4620,DAN,5,36.4
4621,DANIEL ALONSO,5,31.8
4622,DANIEL DAVID,5,29.8
4623,DANIEL FELIPE,5,30.8
4624,DANIEL GUSTAVO,5,37.8
4625,DANIEL HORACIO,5,38
4626,DANIEL HUMBERTO,5,38.2
4627,DANIEL RICARDO,5,29.2
4628,DANIEL RUBEN,5,36
4629,DAVID AGUSTIN,5,36.6
4630,DAVID GABRIEL,5,32.8
4631,DAVID LEONARDO,5,37.6
4632,DAVID MIGUEL,5,46.4
4633,DAVID RAMON,5,43.8
4634,DAVID ROGELIO,5,37.8
4635,DAVID ROMAN,5,33.2
4636,DAVID SALOMON,5,24.6
4637,DELFIN,5,48.4
4638,DERLY,5,50.8
4639,DIEGO ADRIAN,5,33.2
4640,DIEGO HUMBERTO,5,33.4
4641,DIEGO IVAN,5,28
4642,DIEGO JOSE,5,45
4643,DIEGO RODRIGO,5,29.8
4644,EBERTO,5,49.8
4645,EDER ANTONIO,5,27.6
4646,EDGAR ADOLFO,5,36.2
4647,EDGAR AUGUSTO,5,35
4648,EDGAR EDMUNDO,5,33.8
4649,EDGAR ELEAZAR,5,38.8
4650,EDGAR FABIAN,5,34.2
4651,EDGAR FEDERICO,5,33.6
4652,EDGAR GERMAN,5,36.2
4653,EDGAR HOMERO,5,30.4
4654,EDGAR ISMAEL,5,33.2
4655,EDGAR JOAQUIN,5,34.4
4656,EDGAR LUIS,5,31.8
4657,EDGAR MOISES,5,36
4658,EDGAR RODOLFO,5,35.6
4659,EDGAR UBALDO,5,28.2
4660,EDGAR VLADIMIR,5,35.4
4661,EDILZAR,5,39.2
4662,EDMUNDO ENRIQUE,5,47.4
4663,EDMUNDO GERARDO,5,46.2
4664,EDSON IVAN,5,30.2
4665,EDU,5,30.2
4666,EDUARDO ANGEL,5,44.8
4667,EDWIN JOSE,5,28.8
4668,EDWIN OMAR,5,27.4
4669,EFRAIN ALEJANDRO,5,35.2
4670,EFRAIN ANTONIO,5,41.8
4671,EFRAIN MARTIN,5,46.6
4672,EFREN ANTONIO,5,41.2
4673,ELBERT,5,34.4
4674,ELEAZER,5,45.2
4675,ELEUCADIO,5,48
4676,ELIOENAI,5,28.4
4677,ELISANDRO,5,42.8
4678,ELIZABETH,5,38.18
4679,ELLIOT,5,29.4
4680,ELODIO,5,49.8
4681,EMILIO ALONSO,5,41
4682,EMILIO ANTONIO,5,38.6
4683,EMMANUEL FERNANDO,5,28.6
4684,EMMANUEL JESUS,5,32.2
4685,ENRIQUE ISRAEL,5,34
4686,ENRIQUE JAIME,5,45
4687,ENRIQUE RAFAEL,5,47
4688,ENRIQUE SALVADOR,5,45.2
4689,ERIC FERNANDO,5,37.8
4690,ERIC IVAN,5,36.8
4691,ERIC JESUS,5,37.2
4692,ERIC JOSE,5,36
4693,ERIC RAFAEL,5,30
4694,ERIC RENE,5,31
4695,ERICK ALFREDO,5,30.8
4696,ERICK ISRAEL,5,23.4
4697,ERIK ARTURO,5,33.8
4698,ERIK JESUS,5,28.6
4699,ERIKC,5,33.6
4700,ERMELANDO,5,43.2
4701,ERNESTO DANIEL,5,39
4702,ERNESTO EDUARDO,5,32.6
4703,ERNESTO GABRIEL,5,40.8
4704,ERNESTO MANUEL,5,42
4705,EROS,5,29.2
4706,ERUVEY,5,40.6
4707,ESLI,5,33.29
4708,ESTANISLADO,5,46.6
4709,ESTEBAN RAFAEL,5,41
4710,EUDALDO,5,52.8
4711,EYMARD,5,34.33
4712,EZEQUIAS,5,45.8
4713,FABIAN ALBERTO,5,39.6
4714,FABIAN RICARDO,5,34.4
4715,FAUSTO ARTURO,5,51.8
4716,FAUSTO MANUEL,5,50.8
4717,FEDERICO JOSE,5,47.6
4718,FELIPE DE JE,5,50.6
4719,FELIPE FERNANDO,5,52.4
4720,FELIPE IVAN,5,30.8
4721,FELIPE MIGUEL,5,43.6
4722,FELIX ARMANDO,5,43.8
4723,FERNANDO CESAR,5,46
4724,FERNANDO EFRAIN,5,49.6
4725,FERNANDO FELIPE,5,54.8
4726,FERNANDO FRANCISCO,5,36.4
4727,FERNANDO OCTAVIO,5,50.2
4728,FERNANDO RAMON,5,45.8
4729,FIDADELFO,5,45.2
4730,FIDEL ALBERTO,5,45.4
4731,FIDEL ARTURO,5,44.6
4732,FIDEL FRANCISCO,5,43.6
4733,FIDEL JESUS,5,43.4
4734,FLORENTIN,5,45.71
4735,FRANCISCO ADALBERTO,5,33.4
4736,FRANCISCO BENJAMIN,5,44.8
4737,FRANCISCO BERNARDO,5,44.8
4738,FRANCISCO EMILIO,5,39.6
4739,FRANCISCO ERNESTO,5,41
4740,FRANCISCO FABIAN,5,37.6
4741,FRANCISCO GREGORIO,5,47.8
4742,FRANCISCO HERIBERTO,5,42.6
4743,FRANCISCO ISMAEL,5,31.4
4744,FRANCISCO JAIME,5,59
4745,FRANCISCO JORGE,5,51.4
4746,FRANCISCO LORENZO,5,40.2
4747,FRANCISCO M,5,48.83
4748,FRANCISCO MOISES,5,37.2
4749,FRANCISCO NOE,5,33
4750,FRANCISCO R,5,51.8
4751,FRANCISCO RAYMUNDO,5,48.8
4752,FRANCISCO ROGELIO,5,43.4
4753,FRANCISCO SANTIAGO,5,45
4754,FRANCISCO VICENTE,5,45
4755,FRANCO ANTONIO,5,41.6
4756,FREDDY ARMANDO,5,43.2
4757,FREDDY JAVIER,5,43.4
4758,FREDY RAUL,5,32.2
4759,GABRIEL ALFONSO,5,40.6
4760,GABRIEL ALONSO,5,38.6
4761,GABRIEL GERARDO,5,46.8
4762,GABRIEL IVAN,5,34.6
4763,GABRIEL MANUEL,5,41.4
4764,GABRIEL OCTAVIO,5,38
4765,GADDIEL,5,35.4
4766,GASPAR ANTONIO,5,44.2
4767,GASPAR ENRIQUE,5,40.6
4768,GEDEON,5,36
4769,GERARDO ARIEL,5,43.2
4770,GERARDO ERNESTO,5,30.8
4771,GERARDO FROYLAN,5,37.8
4772,GERARDO ISRAEL,5,39.6
4773,GERARDO MARIO,5,43
4774,GERARDO ROBERTO,5,45.4
4775,GERARDO SALVADOR,5,39.4
4776,GERMAN GABRIEL,5,39.2
4777,GERVASIO,5,46
4778,GILBERTO ALEJANDRO,5,36.8
4779,GILBERTO ENRIQUE,5,49.8
4780,GILBERTO GERARDO,5,42.8
4781,GILBERTO JOSE,5,38
4782,GILBERTO MANUEL,5,39.2
4783,GILDO,5,39.6
4784,GOMEZ,5,40.25
4785,GONZALO DE JESUS,5,38.8
4786,GRABIEL,5,34
4787,GREGORIO ALBERTO,5,41.2
4788,GREGORIO ARMANDO,5,39.8
4789,GREGORIO JESUS,5,46.6
4790,GUADALUPE ALBERTO,5,37.4
4791,GUADALUPE HUMBERTO,5,45.6
4792,GUADALUPE OMAR,5,36.4
4793,GUALTERIO,5,42.2
4794,GUILLERMO ALFREDO,5,38
4795,GUILLERMO ALONSO,5,39.2
4796,GUILLERMO IGNACIO,5,38.8
4797,GUILLERMO ISRAEL,5,30.6
4798,GUILLERMO RENE,5,45
4799,GUSTAVO ADRIAN,5,32
4800,GUSTAVO CESAR,5,39.6
4801,GUSTAVO ERNESTO,5,35.2
4802,GUSTAVO RAMON,5,39.8
4803,GUSTAVO SALVADOR,5,45.8
4804,HECTOR A,5,47.6
4805,HECTOR ADAN,5,29.2
4806,HECTOR ALBERTO,5,46
4807,HECTOR ALEJAND,5,41.6
4808,HECTOR CARLOS,5,42.4
4809,HECTOR EDMUNDO,5,46.2
4810,HECTOR EDUAR,5,45.6
4811,HECTOR EFRAIN,5,41.2
4812,HECTOR EUGENIO,5,42.4
4813,HECTOR EVERARDO,5,42.6
4814,HECTOR ISRAEL,5,38.6
4815,HECTOR JULIO,5,41.2
4816,HECTOR MAN,5,56
4817,HECTOR OSWALDO,5,40.6
4818,HECTOR TOMAS,5,50.4
4819,HECTOR VICENTE,5,36.2
4820,HELBERT,5,30
4821,HELMER,5,46.8
4822,HENOCH,5,45.4
4823,HENRI,5,34.6
4824,HERMELANDO,5,47.8
4825,HERVEY,5,35.2
4826,HERVIN,5,40
4827,HILARIO MARTIN,5,43.6
4828,HILDEBRANDO,5,47.8
4829,HILDEFONSO,5,41.6
4830,HILDEGARDO,5,47.4
4831,HUBEL,5,43
4832,HUGO DE JESUS,5,34.6
4833,HUGO EDGARDO,5,38.2
4834,HUGO LINO,5,54.6
4835,HUGO MIGUEL,5,43.8
4836,HUGO NOE,5,38
4837,HUGO RAUL,5,40.4
4838,HUGO ROBERTO,5,40
4839,HUGO ROLANDO,5,42.4
4840,HUGO ULISES,5,31
4841,HUMBERTO DANIEL,5,41.4
4842,HUSSEIN,5,27.2
4843,IBAN,5,35.4
4844,IGNACIO GERMAN,5,47.2
4845,IGNACIO IVAN,5,36
4846,IGNACIO SALVADOR,5,45.4
4847,IRVING JESUS,5,28.8
4848,IRVING OMAR,5,28.2
4849,ISAIAS DE JESUS,5,29.4
4850,ISAIAS RAFAEL,5,42.2
4851,ISAIN,5,40
4852,ISIDRO ALFONSO,5,42.6
4853,ISNARDO,5,35.6
4854,ISRAEL IVAN,5,29.8
4855,ITZCOATL,5,41.33
4856,IVAN ALFONSO,5,31.4
4857,IVAN ARMANDO,5,33.2
4858,IVAN ARTURO,5,33.8
4859,IVAN GUILLERMO,5,35.4
4860,IVAN JOSUE,5,27.4
4861,IVAN MANUEL,5,33.2
4862,IVAN RENE,5,30
4863,J AGUSTIN,5,51.2
4864,J ANDRES,5,47
4865,J CRISTOBAL,5,61.8
4866,J IGNACIO,5,49.2
4867,J JORGE,5,52.6
4868,J JOSE,5,54.6
4869,J RAFAEL,5,46.2
4870,J RENE,5,46
4871,J RICARDO,5,50.2
4872,J SALOME,5,50.4
4873,J VENTURA,5,49.2
4874,J VICENTE,5,54.4
4875,J. ALFREDO,5,52.8
4876,J. DE JESUS,5,53.2
4877,J. ELEAZAR,5,54.4
4878,J. FERNANDO,5,43.6
4879,J. JORGE,5,50
4880,J. MATILDE,5,49.4
4881,J. MIGUEL,5,54.4
4882,J. PEDRO,5,47.8
4883,J. RAFAEL,5,57
4884,J. RUBEN,5,52.6
4885,JACINTO JAVIER,5,42
4886,JAIME AUGUSTO,5,44.2
4887,JAIME EFRAIN,5,34.2
4888,JAIME EVERARDO,5,42.8
4889,JAIME HIRAM,5,36.2
4890,JAIME ISRAEL,5,32.2
4891,JAIME ROBERTO,5,39
4892,JAIME ULISES,5,33.4
4893,JAIRO ANTONIO,5,32.6
4894,JALIL,5,33.2
4895,JASIEL,5,28.67
4896,JAVIER ADRIAN,5,44.8
4897,JAVIER HECTOR,5,42
4898,JAVIER HORACIO,5,46
4899,JAVIER JORGE,5,37.2
4900,JAVIER MANUEL,5,42
4901,JAYME,5,50
4902,JESUS ALBERT,5,42
4903,JESUS CESAR,5,40.4
4904,JESUS DELFINO,5,36
4905,JESUS DIEGO,5,40.8
4906,JESUS DIONICIO,5,40.6
4907,JESUS ELEAZAR,5,39.6
4908,JESUS EVERARDO,5,34.4
4909,JESUS FLORENTINO,5,39.8
4910,JESUS G,5,45.33
4911,JESUS GREGORIO,5,39.6
4912,JESUS HERNAN,5,44
4913,JESUS HIRAM,5,35.6
4914,JESUS ISAAC,5,38.2
4915,JESUS JORGE,5,58.8
4916,JESUS JOSUE,5,32
4917,JESUS MARCOS,5,40.2
4918,JESUS MARINO,5,41
4919,JESUS NATIVIDAD,5,48.67
4920,JESUS NOEL,5,34.4
4921,JESUS PAUL,5,33.6
4922,JESS,5,39.2
4923,JEZIEL,5,27.4
4924,JOAN MANUEL,5,35
4925,JOAQUIN DE JESUS,5,44.6
4926,JOAQUIN JAVIER,5,47
4927,JOAQUIN JESUS,5,40.2
4928,JOAQUIN RAFAEL,5,48.6
4929,JOEL FERNANDO,5,30
4930,JOEL FRANCISCO,5,37.8
4931,JOEL GUSTAVO,5,35.4
4932,JOEL JESUS,5,40.6
4933,JOEL ROLANDO,5,48.4
4934,JONATHAN DANIEL,5,28.8
4935,JONATHAN EDUARDO,5,27.4
4936,JONATHAN EMMANUEL,5,27.2
4937,JONATHAN ISRAEL,5,28.2
4938,JONATHAN IVAN,5,27.2
4939,JONATHAN ULISES,5,29.4
4940,JONNY,5,33.4
4941,JORAM,5,31.2
4942,JORGE ALAN,5,26.8
4943,JORGE ANTON,5,42.4
4944,JORGE ARMIN,5,45.6
4945,JORGE ASUNCION,5,44
4946,JORGE BENITO,5,40.6
4947,JORGE DOMINGO,5,50
4948,JORGE ERIK,5,33.8
4949,JORGE GREGORIO,5,45.8
4950,JORGE HECTOR,5,51.6
4951,JORGE HERNAN,5,35
4952,JORGE ISAIAS,5,37.6
4953,JORGE LEOPOLDO,5,40
4954,JORGE NICOLAS,5,47.8
4955,JORGE OSCAR,5,35.8
4956,JORGE SAMUEL,5,37
4957,JORGE TOMAS,5,44
4958,JOSE ABENAMAR,5,41.8
4959,JOSE ALEJAN,5,43
4960,JOSE ALEXANDER,5,33.2
4961,JOSE AMADOR,5,41.8
4962,JOSE AMPARO,5,45.2
4963,JOSE ANASTASIO,5,53.4
4964,JOSE ANTERO,5,45.2
4965,JOSE ASENCION,5,51.4
4966,JOSE AURELIANO,5,46
4967,JOSE BLADIMIR,5,33.4
4968,JOSE BONIFACIO,5,49.4
4969,JOSE CARLO,5,47.6
4970,JOSE CASIMIRO,5,53.2
4971,JOSE COSME,5,46
4972,JOSE DE LA,5,45.8
4973,JOSE DEL REFUGIO,5,47.6
4974,JOSE DEL ROSARIO,5,50.4
4975,JOSE ELIEZER,5,45.4
4976,JOSE ERIK,5,30.8
4977,JOSE HERACLIO,5,52.4
4978,JOSE HIBER,5,46.6
4979,JOSE HIRAM,5,32.6
4980,JOSE IRAM,5,37.2
4981,JOSE JUAN CARLOS,5,51.8
4982,JOSE JUSTO,5,44.57
4983,JOSE LAURENCIO,5,45.4
4984,JOSE MARCIANO,5,45.8
4985,JOSE MARTI,5,46.6
4986,JOSE MARTINIANO,5,51.2
4987,JOSE MEDARDO,5,38.8
4988,JOSE MELCHOR,5,40.2
4989,JOSE NAPOLEON,5,35.2
4990,JOSE NAZARIO,5,49.2
4991,JOSE OLIVER,5,33.2
4992,JOSE ORACIO,5,44.4
4993,JOSE PATROCINIO,5,45.8
4994,JOSE RANULFO,5,46.8
4995,JOSE REMIGIO,5,45.4
4996,JOSE SEVERIANO,5,47.8
4997,JOSE TITO,5,52
4998,JOSE VALDEMAR,5,49.4
4999,JOSE WENCESLAO,5,43.2
5000,JOSE WILBERT,5,44
5001,JOSE ZACARIAS,5,54.4
5002,JOSEFINA,5,46.51
5003,JOSUE FRANCISCO,5,32.8
5004,JOSUE GABRIEL,5,32
5005,JOSUE JAVIER,5,30.2
5006,JOSUE RUBEN,5,41
5007,JOS,5,53.6
5008,JUAN ADAN,5,39.2
5009,JUAN ARNULFO,5,36
5010,JUAN BENJAMIN,5,45.8
5011,JUAN BRAULIO,5,37.4
5012,JUAN CIRO,5,42.8
5013,JUAN DAMIAN,5,41
5014,JUAN DEMETRIO,5,42.2
5015,JUAN EDILBERTO,5,43.4
5016,JUAN EFRAIN,5,54.6
5017,JUAN ELIAS,5,48
5018,JUAN ERASMO,5,38.4
5019,JUAN FEDERICO,5,46.8
5020,JUAN FILEMON,5,51.2
5021,JUAN FRANCI,5,44.6
5022,JUAN FRANCIS,5,47.4
5023,JUAN FRANCISCO JAVIER,5,36.6
5024,JUAN GABRIE,5,41.6
5025,JUAN GASPAR,5,36.8
5026,JUAN HIPOLITO,5,43.4
5027,JUAN JOS,5,49.8
5028,JUAN JOSE LUIS,5,50.2
5029,JUAN JULIO,5,49.4
5030,JUAN MARCELINO,5,41.2
5031,JUAN MARGARITO,5,48.4
5032,JUAN PASCUAL,5,45.6
5033,JUAN PATRICIO,5,33
5034,JUAN REFUGIO,5,49.6
5035,JUAN RIGOBERTO,5,42.8
5036,JUAN SABINO,5,38.6
5037,JUAN TRINIDAD,5,42.2
5038,JUAQUIN,5,38.6
5039,JULIAN ALEJANDRO,5,33.4
5040,JULIAN FRANCISCO,5,42
5041,JULIO DANIEL,5,35.6
5042,JULIO IGNACIO,5,43
5043,JULIO JAVIER,5,44.4
5044,JUNIOR,5,31
5045,KENNY,5,31.56
5046,LAURO ARTURO,5,49
5047,LEONEL ANTONIO,5,35.4
5048,LEONEL DE JESUS,5,51.2
5049,LEOPOLDO ALBERTO,5,44.4
5050,LEYBER,5,32.6
5051,LILIA,5,44.86
5052,LINDBERGH,5,37
5053,LIONEL,5,42.2
5054,LIZARDO,5,39.6
5055,LUCIO ARTURO,5,46.8
5056,LUCIO ENRIQUE,5,36.6
5057,LUDOVICO,5,45.6
5058,LUIS AGUSTIN,5,48.4
5059,LUIS BENITO,5,39.2
5060,LUIS DAMIAN,5,41.4
5061,LUIS DOMINGO,5,42.4
5062,LUIS ELIAS,5,40.2
5063,LUIS ENRIQ,5,42.4
5064,LUIS F,5,52.6
5065,LUIS FERNA,5,41.8
5066,LUIS HERNAN,5,42.8
5067,LUIS ISMAEL,5,36.4
5068,LUIS ISRAEL,5,28
5069,LUIS MARCOS,5,40.8
5070,LUIS REYNALDO,5,47.2
5071,LUIS ROLANDO,5,39.6
5072,LUIS ROSENDO,5,44.2
5073,LUIS SAUL,5,33.2
5074,LUIS TOMAS,5,32.8
5075,LUIZ,5,42.6
5076,MADAIN,5,44.2
5077,MANLIO,5,44.4
5078,MANUEL AARON,5,43.8
5079,MANUEL AGUSTIN,5,35.4
5080,MANUEL ATOCHA,5,34.2
5081,MANUEL AUGUSTO,5,44.4
5082,MANUEL AURELIO,5,51.4
5083,MANUEL BENJAMIN,5,42.2
5084,MANUEL DE J,5,48.8
5085,MANUEL FELIPE,5,40
5086,MANUEL GASPAR,5,52
5087,MANUEL ISAAC,5,34
5088,MANUEL ISIDRO,5,49.8
5089,MANUEL OTHON,5,41.4
5090,MANUEL RAUL,5,47.2
5091,MANUEL RENE,5,41.2
5092,MANUEL RODRIGO,5,40.6
5093,MARCELINO PEDRO,5,47.4
5094,MARCO ADRIAN,5,32.2
5095,MARCO OCTAVIO,5,41
5096,MARCOS GABRIEL,5,34.8
5097,MARCOS HUGO,5,45.2
5098,MARCOS OMAR,5,30.2
5099,MARCOS RENE,5,38.2
5100,MARGARIT,5,47.96
5101,MARIA DEL CARMEN,5,44.04
5102,MARIA DEL ROSARIO,5,42.99
5103,MARICELA,5,42.2
5104,MARIO ARNULFO,5,45.6
5105,MARIO AUGUSTO,5,36.4
5106,MARIO AURELIO,5,32.4
5107,MARIO EDMUNDO,5,40.4
5108,MARIO EFREN,5,38.2
5109,MARIO HERNAN,5,42
5110,MARIO ISRAEL,5,37.4
5111,MARIO JOAQUIN,5,48.2
5112,MARIO OMAR,5,32.8
5113,MARIO ORLANDO,5,41.6
5114,MARIO RIGOBERTO,5,45.6
5115,MARIO RODOLFO,5,51.8
5116,MARIO ROMAN,5,43
5117,MARIO RUBEN,5,44.6
5118,MARIO SAUL,5,51.6
5119,MARTHA,5,46.05
5120,MARTIN ANDRES,5,44.6
5121,MARTIN ANGEL,5,46.2
5122,MARTIN EUSEBIO,5,45.8
5123,MARTIN JOEL,5,46.4
5124,MARTIN JULIO,5,47.2
5125,MARTIN OMAR,5,40.8
5126,MARTIN PABLO,5,52.4
5127,MAURICIO DANIEL,5,27.6
5128,MAURICIO RENE,5,35.4
5129,MAURO ENRIQUE,5,48.2
5130,MAURO MARTIN,5,44.2
5131,MAX,5,31.6
5132,MELCHISEDEC,5,37.8
5133,MIGUEL ABRAHAM,5,29.6
5134,MIGUEL ADOLFO,5,38.2
5135,MIGUEL ESTEBAN,5,42.8
5136,MIGUEL JAVIER,5,50.6
5137,MIGUEL JOSE,5,41
5138,MIGUEL LUIS,5,47.4
5139,MIGUEL OSCAR,5,40
5140,MIGUEL RAFAEL,5,33
5141,MIGUEL RODOLFO,5,43
5142,MIGUEL RODRIGO,5,33.6
5143,MILTON JESUS,5,29
5144,MISSAEL,5,33.6
5145,MOISES ABRAHAM,5,32
5146,MOISES EDUARDO,5,37.2
5147,MOISES ENRIQUE,5,36.8
5148,NAHIN,5,34.2
5149,NARNO,5,46.6
5150,NECTAR,5,44.4
5151,NELSON IVAN,5,31.2
5152,NESTOR ARTURO,5,49.4
5153,NESTOR HUGO,5,27.4
5154,NESTOR MARTIN,5,32.6
5155,NESTOR RAFAEL,5,36.2
5156,NICODEMUS,5,51
5157,NOE ISRAEL,5,27.8
5158,NOE JAVIER,5,47
5159,NOE SALVADOR,5,37
5160,O,5,59.6
5161,OCTAVIO DE JESUS,5,33.6
5162,OCTAVIO ENRIQUE,5,43.8
5163,OFIR,5,46.8
5164,OLDAIR,5,38.4
5165,OLIBER,5,38.4
5166,OLIVAR,5,37.5
5167,OLIVIO,5,46.6
5168,OMAR ALEXANDER,5,34.2
5169,OMAR CUAUHTEMOC,5,38.6
5170,OMAR DANIEL,5,31
5171,OMAR ERNESTO,5,34.2
5172,OMAR GILBERTO,5,40.4
5173,OMAR JORGE,5,26.6
5174,OMAR OCTAVIO,5,41.6
5175,OMAR RICARDO,5,33.8
5176,ORESTE,5,48.2
5177,OSCAR ABRAHAM,5,29.2
5178,OSCAR AURELIO,5,40.6
5179,OSCAR EDMUNDO,5,45.6
5180,OSCAR ISMAEL,5,33
5181,OSCAR MISAEL,5,38.2
5182,OSCAR OSVALDO,5,35.2
5183,OSCAR PAUL,5,28.4
5184,OSCAR RODRIGO,5,34
5185,OSCAR SAMUEL,5,38.2
5186,OSCAR TRINIDAD,5,47
5187,OSCAR VICTOR,5,46
5188,OSCAR XAVIER,5,36.6
5189,OSCIEL,5,38.6
5190,OTNIEL,5,29.8
5191,OWEN,5,29.4
5192,PABLO ALFREDO,5,48.4
5193,PABLO ARTEMIO,5,48.4
5194,PABLO OMAR,5,29
5195,PABLO RAMON,5,37.2
5196,PABLO SAUL,5,38.8
5197,PAUL ANTONIO,5,29.4
5198,PEDRO ARIEL,5,45.8
5199,PEDRO EFRAIN,5,41.2
5200,PEDRO FLORENCIO,5,50.8
5201,PEDRO JAIME,5,46.6
5202,PEDRO JOEL,5,45.4
5203,PEDRO RAYMUNDO,5,47.4
5204,PEREZ,5,48.38
5205,PINDARO,5,36
5206,PLATON,5,46.2
5207,PRESCILIANO,5,47.8
5208,PROTACIO,5,49.8
5209,RAFAEL DAVID,5,51
5210,RAFAEL FERNANDO,5,44.6
5211,RAFAEL JOSE,5,50.4
5212,RAFAEL SALVADOR,5,38.4
5213,RAINIER,5,29.6
5214,RAMIRO JAVIER,5,43.2
5215,RAMON ANDRES,5,35.4
5216,RAMON ARIEL,5,44.4
5217,RAMON GABRIEL,5,41.4
5218,RAMON HORACIO,5,55.6
5219,RAMON ISRAEL,5,36.6
5220,RAMON MARIO,5,52.2
5221,RAMON MIGUEL,5,40
5222,RAMON OCTAVIO,5,41
5223,RAMON ULISES,5,30.4
5224,RAMON URIEL,5,28.8
5225,RAUL ANDRES,5,38.83
5226,RAUL CESAR,5,44.4
5227,RAUL EFRAIN,5,34.4
5228,RAUL ELIAS,5,39.4
5229,RAUL GUSTAVO,5,43
5230,RAUL LEONEL,5,49.6
5231,RENAUD,5,45.8
5232,RENE EDUARDO,5,36.2
5233,RENE GABRIEL,5,39.4
5234,RENE IVAN,5,33
5235,RENE MARTIN,5,49.8
5236,RENE SALVADOR,5,29.8
5237,REYNARIO,5,46.8
5238,REYNER,5,39
5239,REYNOLD,5,35.2
5240,RICARDO A,5,51.2
5241,RICARDO AUGUSTO,5,33
5242,RICARDO FELIPE,5,35.6
5243,RICARDO NOE,5,32.8
5244,RICARDO RENE,5,38.4
5245,RICARDO ROBERTO,5,37.8
5246,ROBERTO ABRAHAM,5,26.4
5247,ROBERTO ALFREDO,5,42.8
5248,ROBERTO AURELIO,5,35.4
5249,ROBERTO DAVID,5,39.2
5250,ROBERTO GUADALUPE,5,37
5251,ROBERTO ISRAEL,5,36.2
5252,ROBERTO RAUL,5,41.2
5253,ROBERTO RENE,5,40.8
5254,ROBERTONY,5,40.2
5255,ROBINSON,5,36.4
5256,ROBISEL,5,37
5257,RODIBERTO,5,42.4
5258,RODOLFO HUMBERTO,5,38
5259,RODOLFO JAVIER,5,36.2
5260,RODOLFO ULISES,5,37.8
5261,RODRIGO ALONSO,5,30.8
5262,RODRIGO IVAN,5,35.6
5263,ROGELIO CESAR,5,41
5264,ROGELIO EDUARDO,5,30.2
5265,ROGER ALFREDO,5,50.8
5266,ROGER ALONSO,5,41.8
5267,ROGER AUGUSTO,5,49.4
5268,ROGER ENRIQUE,5,39
5269,ROGER GUADALUPE,5,43.4
5270,ROGER MANUEL,5,36
5271,ROLANDO ANTONIO,5,32.6
5272,ROLANDO GUADALUPE,5,39.4
5273,RONEY,5,40.6
5274,RONY,5,40.8
5275,ROSAURO,5,45.4
5276,RUBEN ALFREDO,5,35.4
5277,RUBEN ERNESTO,5,46.6
5278,RUBEN GABRIEL,5,44.6
5279,RUBEN ISRAEL,5,31.6
5280,RUBEN JAIME,5,47.4
5281,RUBEN JAVIER,5,42.8
5282,RUBEN OCTAVIO,5,39.8
5283,RUBEN RICARDO,5,42.4
5284,RUY,5,30
5285,SALVADOR FRANCISCO,5,48.2
5286,SALVADOR GERARDO,5,50
5287,SALVADOR JESUS,5,47.6
5288,SALVIO,5,37.8
