_id,apellido,frec_pri,frec_seg
6156,AXOMULCO,5,7
6157,AYAQUICA,5,0
6158,AYLLON,5,7
6159,AZARCOYA,5,5
6160,AZOCAR,5,10
6161,BACASEHUA,5,0
6162,BADAL,5,6
6163,BAHEZA,5,9
6164,BAILEY,5,5
6165,BAINORI,5,0
6166,BAJIO,5,6
6167,BALBAS,5,0
6168,BALLADO,5,7
6169,BALON,5,0
6170,BAQUERA,5,6
6171,BARANDICA,5,5
6172,BARBABOSA,5,0
6173,BARLANDAS,5,14
6174,BARNET,5,0
6175,BARRAS,5,0
6176,BARROZO,5,6
6177,BARTOLOME,5,6
6178,BASHULTO,5,0
6179,BATA,5,0
6180,BATIZ,5,7
6181,BEAUREGARD,5,7
6182,BELTRAN DEL RIO,5,0
6183,BENNETTS,5,0
6184,BERAIN,5,0
6185,BERNA,5,0
6186,BERNON,5,8
6187,BERROSPE,5,0
6188,BERROTERAN,5,0
6189,BERSOZA,5,0
6190,BESANILLA,5,10
6191,BESAREZ,5,0
6192,BILBAO,5,5
6193,BLASS,5,0
6194,BONETTA,5,0
6195,BONIFANT,5,5
6196,BONITO,5,0
6197,BOSQUE,5,0
6198,BOSQUES,5,0
6199,BOUCHAN,5,5
6200,BOUSSART,5,0
6201,BOYZO,5,5
6202,BRAVATA,5,9
6203,BRISTOL,5,0
6204,BUENOSAIRES,5,0
6205,BULOS,5,0
6206,CAAMANO,5,0
6207,CABAÐAS,5,0
6208,CABELLOS,5,6
6209,CABRERO,5,0
6210,CABRIELES,5,9
6211,CAHUARE,5,0
6212,CALAM,5,9
6213,CALATA,5,5
6214,CALATAYUD,5,0
6215,CALDELAS,5,17
6216,CAMANO,5,0
6217,CAMINO,5,6
6218,CAMPECH,5,0
6219,CAMPECHE,5,11
6220,CANAAN,5,0
6221,CANEL,5,0
6222,CANGAS,5,0
6223,CAPIZ,5,0
6224,CARACAS,5,9
6225,CARERA,5,0
6226,CARLOCK,5,0
6227,CARREÃ¿O,5,0
6228,CARRIERA,5,0
6229,CARTA,5,7
6230,CASAVANTES,5,0
6231,CASILDO,5,6
6232,CASPETA,5,20
6233,CASTANO,5,9
6234,CASTA¶EDA,5,0
6235,CASTELAR,5,13
6236,CASTILLEROS,5,0
6237,CATANO,5,5
6238,CAVITA,5,0
6239,CEBRIAN,5,12
6240,CEDEÐO,5,0
6241,CERMEÑO,5,12
6242,CERRATO,5,0
6243,CEVADA,5,0
6244,CHABOLLA,5,5
6245,CHAC,5,7
6246,CHAGOYAN,5,10
6247,CHAIRA,5,0
6248,CHALICO,5,7
6249,CHAPULI,5,0
6250,CHAVOLLA,5,0
6251,CHAZARI,5,10
6252,CHICON,5,0
6253,CHILEL,5,0
6254,CHINA,5,6
6255,CHISPAN,5,0
6256,CHOC,5,0
6257,CHOCA,5,0
6258,CHOREÑO,5,5
6259,CHULINES,5,0
6260,CHUNAB,5,0
6261,CIRA,5,0
6262,CLEMENT,5,0
6263,COATL,5,9
6264,COBAS,5,5
6265,COCIO,5,0
6266,COHEN,5,5
6267,COHETO,5,10
6268,COLLANTES,5,5
6269,COLOAPA,5,8
6270,COLULA,5,6
6271,COMPA#,5,0
6272,CONFESOR,5,8
6273,CONSOSPO,5,8
6274,CONTI,5,5
6275,CONTRERA,5,0
6276,CORCINO,5,0
6277,CORENO,5,0
6278,CORREO,5,0
6279,CORRIL,5,0
6280,COTERA,5,0
6281,COTLAME,5,13
6282,CRUZALEY,5,0
6283,CUADRIELLO,5,0
6284,CUAUTLI,5,0
6285,CUAZITL,5,0
6286,CUBA,5,0
6287,CUNA,5,8
6288,CUXIN,5,6
6289,CUYTUN,5,0
6290,DAMACIO,5,0
6291,DAMAZO,5,9
6292,DAYER,5,0
6293,DE CASAS,5,0
6294,DE CASTILLA,5,0
6295,DE FELIPE,5,0
6296,DE HORTA,5,0
6297,DE JULIAN,5,0
6298,DE LA CUESTA,5,0
6299,DE LA PALMA,5,0
6300,DE LA PE%A,5,0
6301,DE LLANO,5,0
6302,DE LOZA,5,0
6303,DE OCHOA,5,0
6304,DE OLMOS,5,13
6305,DE REZA,5,0
6306,DE SANTILLANA,5,0
6307,DEGALES,5,0
6308,DEL ALTO,5,0
6309,DEL OLMO,5,7
6310,DEL RINCON,5,0
6311,DEMECIO,5,0
6312,DERMA,5,0
6313,DOJAQUEZ,5,5
6314,DONANDRES,5,6
6315,DONMIGUEL,5,5
6316,DOPORTO,5,10
6317,DUENEZ,5,0
6318,DURANTES,5,6
6319,EDISON,5,0
6320,EDUVIGES,5,8
6321,EFIGENIO,5,5
6322,ELOX,5,6
6323,ENCERRADO,5,0
6324,ENDOLAY,5,0
6325,ENSALDO,5,20
6326,ENSASTEGUI,5,9
6327,ESASTIGA,5,0
6328,ESCAPITA,5,0
6329,ESCARE#O,5,0
6330,ESCARPULLI,5,5
6331,ESCARRAGA,5,6
6332,ESCAZAN,5,9
6333,ESCOBOZA,5,0
6334,ESPA!A,5,7
6335,ESTAÑOL,5,7
6336,ESTEBANEZ,5,0
6337,EUDAVE,5,9
6338,EXZACARIAS,5,6
6339,FACHADA,5,5
6340,FALLA,5,0
6341,FARINA,5,0
6342,FARJAT,5,0
6343,FAUSTINOS,5,0
6344,FAYAD,5,14
6345,FEBLES,5,0
6346,FELIPILLO,5,0
6347,FERCANO,5,7
6348,FERNIZA,5,5
6349,FERRETIS,5,0
6350,FERRIÑO,5,0
6351,FIGON,5,6
6352,FILEMON,5,0
6353,FILOBELLO,5,0
6354,FITCH,5,0
6355,FOGLIA,5,5
6356,FORTANELL,5,5
6357,FORTINO,5,0
6358,FORTIZ,5,7
6359,FRAGOZA,5,0
6360,FRANCHINI,5,0
6361,FRANK,5,5
6362,FRAZ,5,0
6363,FRESNILLO,5,0
6364,FUENTEZ,5,0
6365,GACHUPIN,5,7
6366,GADSDEN,5,0
6367,GALLARZO,5,0
6368,GALVES,5,5
6369,GARCEZ,5,0
6370,GASTALDI,5,0
6371,GENIZ,5,5
6372,GERMES,5,0
6373,GIBERT,5,0
6374,GILBERT,5,0
6375,GINES,5,19
6376,GLORY,5,8
6377,GOIZ,5,9
6378,GOJON,5,0
6379,GONSALES,5,0
6380,GUADALAJARA,5,5
6381,GUDIN,5,0
6382,GUEROLA,5,0
6383,GUIZA,5,5
6384,GUIZASOLA,5,0
6385,GUMESINDO,5,0
6386,GURRIA,5,5
6387,HALE,5,0
6388,HARRELL,5,0
6389,HAY,5,0
6390,HENANDEZ,5,0
6391,HERAZO,5,0
6392,HERMOSO,5,6
6393,HERNANEZ,5,0
6394,HIGUERON,5,0
6395,HOFFMANN,5,0
6396,HORNEDO,5,0
6397,HORTELANO,5,0
6398,HUACUJA,5,5
6399,HUBBARD,5,0
6400,HUEBE,5,0
6401,HUESCAS,5,6
6402,HUIPE,5,6
6403,IPARREA,5,0
6404,IRAZOQUI,5,0
6405,ISAURO,5,6
6406,ISLAO,5,7
6407,ITURRIBARRIA,5,0
6408,ITURRIOS,5,5
6409,JAQUES,5,0
6410,JIMÉNEZ,5,0
6411,JONES,5,0
6412,JOO,5,8
6413,JUACHE,5,10
6414,JUNCAL,5,7
6415,JUSTINIANO,5,0
6416,JUVENAL,5,0
6417,KANAGUSICO,5,0
6418,KELLER,5,0
6419,KRAUSS,5,0
6420,LACARRA,5,5
6421,LACARRIERE,5,11
6422,LACES,5,6
6423,LACHINO,5,0
6424,LAIJA,5,0
6425,LAMOYI,5,8
6426,LANDELL,5,0
6427,LARIS,5,0
6428,LARIZ,5,5
6429,LAZARILLO,5,0
6430,LEA,5,0
6431,LEA%OS,5,0
6432,LEGASPE,5,0
6433,LEGASPY,5,0
6434,LENDECHE,5,5
6435,LENZ,5,0
6436,LEPEZ,5,8
6437,LEREE,5,8
6438,LETECHIPIA,5,0
6439,LICANO,5,0
6440,LIEVANA,5,0
6441,LINAN,5,8
6442,LISEA,5,0
6443,LIVAS,5,0
6444,LIZARRARAS,5,0
6445,LLACA,5,0
6446,LLINAS,5,0
6447,LLORENTE,5,0
6448,LLOVERA,5,5
6449,LOGAN,5,0
6450,LOPEZ DE LARA,5,7
6451,LOPEZ PORTILLO,5,0
6452,LOPEZ RAMOS,5,0
6453,LOREA,5,0
6454,LOVILLO,5,0
6455,LOZORNIO,5,0
6456,LUCATERO,5,6
6457,LUPIAN,5,9
6458,M. DEL CAMPO,5,0
6459,MADRIGALES,5,5
6460,MADRUE%O,5,0
6461,MAHE,5,8
6462,MALFAVON,5,5
6463,MALFITANO,5,0
6464,MALTA,5,0
6465,MANRA,5,0
6466,MAQUEO,5,0
6467,MARA!ON,5,0
6468,MARANON,5,0
6469,MARAVE,5,0
6470,MARAVILLAS,5,13
6471,MARCELLEZ,5,0
6472,MARCHANTE,5,0
6473,MARCIN,5,17
6474,MARCOFF,5,0
6475,MARICHE,5,21
6476,MARTÍNEZ,5,28
6477,MASEGOSA,5,0
6478,MASTRANZO,5,14
6479,MATHEIS,5,5
6480,MATURIN,5,0
6481,MAYER,5,11
6482,MAYORA,5,0
6483,MAZATZI,5,0
6484,MELENA,5,0
6485,MELERO,5,7
6486,MELIN,5,5
6487,MEMETLA,5,0
6488,MENDINO,5,0
6489,MENDIOZA,5,5
6490,MERINOS,5,5
6491,MEXQUITITLA,5,0
6492,MINGUER,5,0
6493,MIRA,5,9
6494,MIRAFLORES,5,0
6495,MIRO,5,0
6496,MIXTEGA,5,12
6497,MOHA,5,0
6498,MONA,5,5
6499,MONAY,5,0
6500,MONGOY,5,9
6501,MONTA%EZ,5,6
6502,MONTAN,5,0
6503,MONTAÃ¿O,5,5
6504,MONTERROZA,5,0
6505,MOTTU,5,0
6506,MULHIA,5,0
6507,MUMENTHEY,5,13
6508,MUZA,5,0
6509,MUÐIZ,5,5
6510,NACIANCENO,5,6
6511,NAKATURO,5,0
6512,NATIVITAS,5,0
6513,NAVAS,5,9
6514,NAVEJAS,5,10
6515,NAVIA,5,6
6516,NEGREROS,5,5
6517,NEGRIN,5,0
6518,NEGROE,5,5
6519,NEJAPA,5,0
6520,NI%O,5,0
6521,NORMAN,5,0
6522,NOSTROZA,5,0
6523,NU!O,5,0
6524,NU?EZ,5,0
6525,NUEVO,5,7
6526,O,5,13
6527,OBEZO,5,7
6528,OBLEDO,5,0
6529,OCAÑO,5,0
6530,OCELOTL,5,0
6531,OLAZO,5,10
6532,OLEDO,5,5
6533,OLIVERAS,5,0
6534,OLIVETTO,5,0
6535,ONTAMUCHA,5,0
6536,ORDOÑES,5,0
6537,ORIA,5,0
6538,OROZA,5,0
6539,ORPINEDA,5,10
6540,OSCOS,5,8
6541,OSEGUEDA,5,13
6542,OYERVIDEZ,5,0
6543,PACIO,5,0
6544,PALAGOT,5,0
6545,PALAU,5,0
6546,PALMER,5,8
6547,PANAMA,5,7
6548,PANCHITO,5,5
6549,PANG,5,0
6550,PARIAS,5,0
6551,PARIENTE,5,9
6552,PARK,5,0
6553,PARRAGUIRRE,5,0
6554,PARRAS,5,13
6555,PARROQUIN,5,15
6556,PE!ABRONCE,5,0
6557,PE!AFORT,5,13
6558,PE%ALOZA,5,5
6559,PEDRERA,5,0
6560,PERAFAN,5,0
6561,PEREZVARGAS,5,6
6562,PERNAS,5,0
6563,PERTIERRA,5,0
6564,PI%ON,5,5
6565,PIEDAD,5,0
6566,PILON,5,0
6567,PIN,5,0
6568,PINTOS,5,0
6569,PLACITO,5,0
6570,PLATEROS,5,0
6571,POISOT,5,0
6572,PONTIFES,5,0
6573,POPOMEYA,5,7
6574,POUDA,5,0
6575,PRADEL,5,0
6576,PRATS,5,6
6577,PRAXEDIS,5,6
6578,PREZAS,5,7
6579,PRINCE,5,5
6580,PRISCO,5,15
6581,PUERTAS,5,0
6582,PURECO,5,11
6583,PÉREZ,5,11
6584,QUEH,5,6
6585,QUEMADA,5,0
6586,QUIANE,5,0
6587,QUIZAMAN,5,5
6588,RABASA,5,0
6589,RAUL,5,15
6590,RAZCON,5,6
6591,REBOLLOZA,5,0
6592,REINOSO,5,5
6593,REMBAO,5,7
6594,RETANO,5,0
6595,RETES,5,6
6596,REVELO,5,0
6597,REYNOZO,5,0
6598,RICA!O,5,5
6599,RICAUD,5,0
6600,RICHART,5,0
6601,RICHARTE,5,5
6602,RILEY,5,0
6603,RINCONES,5,17
6604,RIOFRIO,5,0
6605,RITTER,5,0
6606,ROARO,5,0
6607,ROBALO,5,0
6608,ROIG,5,0
6609,ROMANI,5,0
6610,RONDEROS,5,0
6611,ROQUEÑI,5,0
6612,ROSALEZ,5,0
6613,ROSS,5,13
6614,ROURA,5,0
6615,ROUSSEAU,5,0
6616,ROUZAUD,5,0
6617,ROYACELI,5,0
6618,RUA,5,0
6619,RUANOVA,5,5
6620,SAENS,5,0
6621,SAIS,5,0
6622,SALAIZA,5,5
6623,SALAZ,5,0
6624,SALVA,5,0
6625,SAN ANTONIO,5,0
6626,SANDY,5,6
6627,SANGERMAN,5,0
6628,SANLUCAR,5,8
6629,SANTELLANES,5,0
6630,SARGENTO,5,7
6631,SARREON,5,0
6632,SAU,5,0
6633,SAYAVEDRA,5,0
6634,SCHROEDER,5,0
6635,SCHULZ,5,0
6636,SELEM,5,0
6637,SERVANDO,5,0
6638,SESMAS,5,0
6639,SIL,5,8
6640,SIMEON,5,0
6641,SINGH,5,0
6642,SINTA,5,0
6643,SOBAL,5,0
6644,SOBAMPO,5,5
6645,SOBERANEZ,5,0
6646,SOLOGUREN,5,0
6647,SPINOSO,5,5
6648,STENNER,5,0
6649,STRINGEL,5,0
6650,SUARES,5,5
6651,SUBDIAZ,5,0
6652,SUCHIAPA,5,8
6653,SUENOS,5,0
6654,SUMARRAGA,5,0
6655,SUZUKI,5,0
6656,TABA,5,0
6657,TABASCO,5,9
6658,TAGUA,5,0
6659,TAMARINDO,5,0
6660,TAMES,5,0
6661,TECANHUEHUE,5,0
6662,TECORRAL,5,12
6663,TEHUITZIL,5,0
6664,TEJAMANIL,5,0
6665,TELPALO,5,0
6666,TENDILLA,5,0
6667,TEOBA,5,0
6668,TEPANCAL,5,0
6669,TEPO,5,9
6670,TEQUILIQUIHUA,5,6
6671,TERUEL,5,0
6672,TETLACUILO,5,8
6673,TEUTLA,5,9
6674,TEXCALPA,5,6
6675,TIEMPO,5,0
6676,TIJERIN,5,0
6677,TINTOS,5,13
6678,TIPACAMU,5,6
6679,TITLA,5,0
6680,TLACOTEMPA,5,0
6681,TLAPALCOYOA,5,0
6682,TLETLEPANTZI,5,0
6683,TONOPOMEA,5,13
6684,TOOX,5,0
6685,TOQUIANTZI,5,0
6686,TORALBA,5,5
6687,TORCUATO,5,0
6688,TORRANO,5,6
6689,TORREALBA,5,0
6690,TORRENTERA,5,7
6691,TOSCUENTO,5,0
6692,TOY,5,0
6693,TRAIN,5,0
6694,TRAPALA,5,0
6695,TRENTI,5,0
6696,TREVI%O,5,0
6697,TREVILLA,5,5
6698,TURCIO,5,0
6699,TUXPEÑO,5,5
6700,TUXTLA,5,0
6701,TYLER,5,0
6702,TZAKUN,5,0
6703,TZOPITL,5,6
6704,TZOYOHUA,5,5
6705,ULUAC,5,6
6706,URDIERA,5,0
6707,URSULO,5,0
6708,URTEAGA,5,0
6709,URTIZ,5,10
6710,VALDOVINO,5,11
6711,VALENCIANA,5,19
6712,VALORA,5,8
6713,VALVERIO,5,10
6714,VAN,5,0
6715,VAQUERIZO,5,0
6716,VAQUIER,5,8
6717,VAZQUEZ DEL MERCADO,5,0
6718,VECINO,5,8
6719,VELAZQUILLO,5,0
6720,VENDRELL,5,0
6721,VENEROSO,5,7
6722,VERDAD,5,0
6723,VERDAYES,5,0
6724,VERGIL,5,0
6725,VERNET,5,6
6726,VICHIQUE,5,0
6727,VICTORES,5,0
6728,VIELMAS,5,8
6729,VIGARAY,5,0
6730,VIGGIANO,5,0
6731,VIGUERIAS,5,0
6732,VILCHIZ,5,11
6733,VILLAFA%A,5,7
6734,VILLAJUANA,5,0
6735,VILLAL,5,12
6736,VILLALOVOS,5,0
6737,VILLANA,5,0
6738,VILLARAUZ,5,0
6739,VILLAREJO,5,7
6740,VILLARES,5,0
6741,VILLAVELAZQUEZ,5,0
6742,VILLEZCAS,5,7
6743,VIRUETE,5,0
6744,VIXTHA,5,0
6745,VIZAR,5,0
6746,VIZARRAGA,5,0
6747,VIZGUERRA,5,11
6748,VÁZQUEZ,5,0
6749,WARIO,5,7
6750,WITZ,5,6
6751,WRIGHT,5,0
6752,XANCAL,5,7
6753,XINGU,5,0
6754,XOCHIPILTECATL,5,0
6755,XOYATLA,5,0
6756,XULUC,5,10
6757,YAHUITL,5,0
6758,YE,5,6
6759,ZACAMECAHUA,5,0
6760,ZAFIRO,5,0
6761,ZAMANIEGO,5,5
6762,ZAPO,5,7
6763,ZARUR,5,0
6764,ZAVALIJA,5,0
6765,ZETA,5,7
6766,ZETERA,5,0
6767,ZIGA,5,11
6768,ZITLALPOPOCATL,5,0
6769,ZITLE,5,0
6770,ZOLUETA,5,9
6771,ZUAREZ,5,0
6772,ZUAZUA,5,8
6773,ZUMARRAGA,5,6
6774,ZUZUARREGUI,5,0
6775,A,0,10
6776,ABAZAN,0,5
6777,ACALCO,0,9
6778,ACHO,0,7
6779,ACOLT,0,7
6780,AGGI,0,10
6781,AGONIZANTE,0,5
6782,AGUILLARES,0,5
6783,AHUACATITAN,0,7
6784,AJUECH,0,10
6785,ALABAZARES,0,6
6786,ALACIO,0,5
6787,ALAMINA,0,7
6788,ALAMIRRA,0,5
6789,ALAVES,0,5
6790,ALAYOLA,0,11
6791,ALBA!EZ,0,5
6792,ALBARES,0,5
6793,ALBAREZ,0,6
6794,ALBAÑEZ,0,7
6795,ALCAUTER,0,11
6796,ALCEDA,0,8
6797,ALCONEDO,0,5
6798,ALCORCHA,0,6
6799,ALDAS,0,5
6800,ALDAZABA,0,5
6801,ALEJANDREZ,0,14
6802,ALEXANDRE,0,6
6803,ALFONSECA,0,8
6804,ALGARIN,0,6
6805,ALGREDO,0,10
6806,ALICIA,0,5
6807,ALILIO,0,7
6808,ALMERAZ,0,6
6809,ALTA,0,7
6810,ALVIS,0,5
6811,AMASTAL,0,7
6812,ANDAVERDE,0,7
6813,ANDERSON,0,7
6814,ANDONAEGUI,0,16
6815,ANDREA,0,6
6816,ANDRIANO,0,5
6817,ANGELICA,0,5
6818,ANIDES,0,5
6819,ANTOLINO,0,7
6820,ANTONIA,0,55
6821,ANTONINO,0,6
6822,ANTUNES,0,6
6823,ANZAR,0,8
6824,ARAGONEZ,0,5
6825,ARAMBURU,0,5
6826,ARANZUBIA,0,8
6827,ARBEZ,0,5
6828,ARBONA,0,6
6829,AREBALO,0,5
6830,ARECHAR,0,6
6831,ARGUMANIZ,0,7
6832,ARIPEZ,0,5
6833,ARIZOCA,0,5
6834,ARLANDIZ,0,5
6835,ARMENDARIS,0,5
6836,ARONTES,0,6
6837,ARPAIZ,0,7
6838,ARRILLAGA,0,5
6839,ARRUEL,0,7
6840,ARTALEJO,0,6
6841,ARTELLANO,0,6
6842,ARTEZAN,0,6
6843,ARTIAGA,0,6
6844,ARZABALA,0,6
6845,ASCENSION,0,6
6846,ATECPANECATL,0,5
6847,ATTA,0,5
6848,AUROZA,0,5
6849,AUSENCIO,0,7
6850,AUYON,0,6
6851,AUZ,0,5
6852,AVELEYRA,0,6
6853,AVI!A,0,7
6854,AVIANEDA,0,6
6855,AYANEGUI,0,5
6856,AYOHUA,0,5
6857,AZNAR,0,8
6858,AZUELA,0,14
6859,BA#UELOS,0,14
6860,BA%OS,0,6
6861,BACIO,0,6
6862,BADACHI,0,5
6863,BALADO,0,7
6864,BALDIVIA,0,11
6865,BALDOMERO,0,5
6866,BALIÑO,0,10
6867,BALLI,0,7
6868,BALLIN,0,6
6869,BALLONA,0,6
6870,BALVAS,0,6
6871,BALVERDE,0,5
6872,BALZAMAR,0,8
6873,BAMACA,0,12
6874,BANDILLA,0,5
6875,BANDO,0,7
6876,BARCEINAS,0,6
6877,BAREA,0,5
6878,BARILLAS,0,8
6879,BARRANCA,0,9
6880,BASABE,0,9
6881,BASS,0,6
6882,BASSOCO,0,5
6883,BAUMAN,0,7
6884,BAYPOLI,0,8
6885,BAÑUELAS,0,5
6886,BELIN,0,6
6887,BELLOSO,0,6
6888,BENDITO,0,5
6889,BENOSO,0,7
6890,BERECOCHEA,0,5
6891,BERTADILLO,0,5
6892,BERTHA,0,7
6893,BERTRUY,0,9
6894,BESARES,0,6
6895,BETANCE,0,5
6896,BETANCOURTH,0,5
6897,BETANCURT,0,6
6898,BETO,0,5
6899,BEULO,0,5
6900,BISTRAIN,0,10
6901,BIVIAN,0,5
6902,BIVIANO,0,9
6903,BIZARRON,0,6
6904,BOA,0,5
6905,BOLA#OS,0,7
6906,BOLAÐOS,0,7
6907,BOMAYE,0,7
6908,BONILLAS,0,6
6909,BORBONIO,0,10
6910,BORROMEO,0,11
6911,BOVIO,0,7
6912,BOYSO,0,6
6913,BRANDI,0,5
6914,BRIBIESCAS,0,6
6915,BRICE!O,0,12
6916,BRISE!O,0,6
6917,BRONDO,0,8
6918,BUJANDA,0,11
6919,BURELA,0,6
6920,BUSH,0,7
6921,BUSTILLO,0,6
6922,CA%EDO,0,6
6923,CACAHUATITLA,0,5
6924,CAGAL,0,7
6925,CAHERO,0,6
6926,CAJICA,0,6
6927,CAJIGA,0,5
6928,CAJIGAL,0,5
6929,CALERA,0,6
6930,CALLADO,0,6
6931,CALYECATL,0,5
6932,CAMEJO,0,7
6933,CAMELA,0,5
6934,CAMEY,0,6
6935,CAMIRO,0,5
6936,CANSIGNO,0,6
6937,CAPITO,0,10
6938,CAPRISTO,0,6
6939,CAPULA,0,11
6940,CARBENTE,0,5
6941,CARBONELL,0,11
6942,CARDE#A,0,5
6943,CARDELAS,0,12
6944,CARDENAZ,0,8
6945,CARPENA,0,7
6946,CARRETA,0,5
6947,CARRISOSA,0,6
6948,CARTUJANO,0,10
6949,CASARREAL,0,8
6950,CASASANERO,0,6
6951,CASBIS,0,5
6952,CASELIS,0,5
6953,CASQUERA,0,7
6954,CASTA#ON,0,9
6955,CASTAÑARES,0,5
6956,CASTELANO,0,5
6957,CASTELLO,0,5
6958,CASTUERA,0,5
6959,CATALINA,0,10
6960,CATETE,0,6
6961,CAUDANA,0,8
6962,CAVERO,0,6
6963,CAYEROS,0,5
6964,CAZALEZ,0,9
6965,CECILIA,0,9
6966,CEDE%O,0,11
6967,CELIZ,0,6
6968,CENTELLA,0,12
6969,CERPA,0,9
6970,CERRITEÑO,0,5
6971,CERVANTEZ,0,8
6972,CERVIN,0,5
6973,CESARIO,0,5
6974,CEVERINO,0,5
6975,CHALINI,0,5
6976,CHALMA,0,5
6977,CHAMETLA,0,8
6978,CHANON,0,12
6979,CHAPOY,0,5
6980,CHAPUZ,0,6
6981,CHARNICHART,0,15
6982,CHATU,0,6
6983,CHAVANA,0,5
6984,CHAVARRIAS,0,7
6985,CHAVARRIETA,0,6
6986,CHAVELA,0,9
6987,CHAVES,0,8
6988,CHEGUE,0,5
6989,CHERREZ,0,5
6990,CHICHO,0,9
6991,CHICMUL,0,5
6992,CHIMALHUA,0,9
6993,CHIMIL,0,9
6994,CHIPOL,0,8
6995,CHIQUINI,0,6
6996,CHIW,0,5
6997,CHOMBO,0,9
6998,CHONGO,0,6
6999,CHUIL,0,5
7000,CHUN,0,8
7001,CIGARRERO,0,7
7002,CINTURA,0,8
7003,CITLAHUA,0,7
7004,CLAUDIA,0,14
7005,CLAVERIA,0,8
7006,COCHRAN,0,6
7007,COL,0,8
7008,COLESIO,0,5
7009,COLOME,0,9
7010,COLUMNA,0,5
7011,COMBERA,0,5
7012,COMPIAN,0,6
7013,COPTO,0,6
7014,CORBALA,0,8
7015,COREÑO,0,5
7016,COROY,0,7
7017,CORREU,0,7
7018,CORROY,0,6
7019,CORTAZA,0,12
7020,CORZAS,0,8
7021,COSAIN,0,5
7022,COSTEÑO,0,6
7023,COTARELO,0,5
7024,COX,0,7
7025,COY,0,7
7026,COYOLI,0,5
7027,COZAR,0,5
7028,CRISTALINAS,0,5
7029,CRISTINA,0,8
7030,CRIVELLI,0,5
7031,CUAHQUENTZI,0,9
7032,CUALI,0,7
7033,CUAMANI,0,6
7034,CUAXILO,0,5
7035,CUAXILOA,0,7
7036,CUAYAHUITL,0,9
7037,CUBILLOS,0,5
7038,CUICAHUA,0,7
7039,CUIN,0,5
7040,CUNNINGHAM,0,7
7041,CURTIDOR,0,10
7042,DAHER,0,6
7043,DAJUI,0,7
7044,DALMAN,0,5
7045,DANTES,0,5
7046,DE ARCOS,0,6
7047,DE BENITO,0,7
7048,DE ELIGIO,0,5
7049,DE LA CALLEJA,0,13
7050,DE LA PEÃ¿A,0,6
7051,DE LA PIEDRA,0,8
7052,DE LA VARA,0,6
7053,DECANINI,0,6
7054,DECARO,0,5
7055,DECEANO,0,5
7056,DEFERIA,0,7
7057,DEHONOR,0,5
7058,DEL FIERRO,0,6
7059,DEL HIERRO,0,7
7060,DEL LLANO,0,5
7061,DEL PARDO,0,7
7062,DEL SOLAR,0,10
7063,DEMHA,0,6
7064,DEPRAECT,0,6
7065,DERAT,0,8
7066,DESIRENA,0,6
7067,DIANA,0,5
7068,DICHI,0,5
7069,DINA,0,5
7070,DIYARZA,0,5
7071,DONACIANO,0,10
7072,DONGU,0,5
7073,DOUMERC,0,5
7074,DOÑEZ,0,5
7075,DUBLAN,0,8
7076,DUEÑES,0,5
7077,DYCK,0,6
7078,ECHAURI,0,8
7079,EDEZA,0,8
7080,EGREMI,0,9
7081,EGREMY,0,8
7082,EGUIARTE,0,5
7083,EIZAGUIRRE,0,5
7084,ELENA,0,9
7085,ELICERIO,0,9
7086,ELISERIO,0,6
7087,ELORRIAGA,0,7
7088,ENGUMETA,0,5
7089,ENRRIQUEZ,0,14
7090,EPIGMENIO,0,5
7091,ERIKA,0,11
7092,ESCARE%O,0,6
7093,ESCARZAGA,0,6
7094,ESCATEL,0,14
7095,ESCAYOLA,0,9
7096,ESCOFFIE,0,6
7097,ESCOGIDO,0,9
7098,ESCUEN,0,9
7099,ESIQUIO,0,5
7100,ESQUILIANO,0,5
7101,ESTEBES,0,8
7102,ESTOLANO,0,5
7103,EUMAÑA,0,5
7104,EXCELENTE,0,5
7105,EZQUEDA,0,5
7106,FAMANIA,0,6
7107,FANG,0,6
7108,FARCIERT,0,12
7109,FASCI,0,5
7110,FAVIEL,0,8
7111,FDEZ,0,9
7112,FENTANEZ,0,7
7113,FERRIZ,0,5
7114,FERTO,0,5
7115,FIGUEIRAS,0,10
7116,FIJAR,0,8
7117,FITTA,0,5
7118,FLOR,0,6
7119,FLORIDO,0,8
7120,FOCIL,0,8
7121,FORNES,0,5
7122,FORTANEL,0,5
7123,FOX,0,6
7124,FRADE,0,6
7125,FRANCISCA,0,28
7126,FRESCAS,0,5
7127,FUNEZ,0,10
7128,FÉLIX,0,5
7129,G,0,17
7130,GALLOSO,0,9
7131,GALUE,0,5
7132,GAMON,0,9
7133,GANTES,0,5
7134,GARVALENA,0,6
7135,GASSOS,0,5
7136,GASTELU,0,8
7137,GAVARAIN,0,5
7138,GAVIÑO,0,5
7139,GAYOSO,0,5
7140,GEMINIANO,0,14
7141,GENICO,0,5
7142,GENOVES,0,5
7143,GERTRUDIS,0,11
7144,GILDO,0,10
7145,GOCHI,0,5
7146,GODOS,0,9
7147,GOICOCHEA,0,9
7148,GOLIB,0,8
7149,GOLLAZ,0,5
7150,GOLLOLARTE,0,5
7151,GORDIAN,0,17
7152,GORDOA,0,5
7153,GORRA,0,6
7154,GORZO,0,5
7155,GRAJALEZ,0,7
7156,GRANADO,0,12
7157,GRAPAIN,0,8
7158,GREY,0,7
7159,GUANAJUATO,0,5
7160,GUDI!O,0,11
